,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
1,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,5,6816,8,15,2024,자곡로11길 28,202607~202806,갱신,-,4692,16,아파트
2,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,5,6527,7,15,2024,자곡로11길 28,202607~202806,갱신,-,4692,16,아파트
3,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,5,17080,19,3,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
4,서울특별시 강남구 일원동,711,711,0,수서,월세,59.96,202606,5,10000,210,10,1992,양재대로55길 12,202608~202808,갱신,-,10000,160,아파트
5,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.963,202606,5,14403,168,19,2022,영동대로 16,202607~202807,신규,-,,,아파트
6,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,5,23356,26,9,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
7,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,17265,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
8,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,16965,21,7,2024,자곡로11길 28,202607~202806,갱신,-,11662,40,아파트
9,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,17265,19,1,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
10,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.9,202606,5,24940,32,8,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
11,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,5,6627,7,1,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
12,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,17265,19,5,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
13,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,5,6627,7,12,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
14,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,5,11370,44,5,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
15,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,17265,19,10,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
16,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,17265,19,9,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
17,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,49.86,202606,5,70000,0,13,1992,개포로109길 9,202607~202807,신규,-,,,아파트
18,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,39.53,202606,5,5000,180,2,1992,개포로109길 9,202607~202807,신규,-,,,아파트
19,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,60,202606,5,52250,0,10,1992,개포로109길 21,202607~202807,갱신,-,49770,0,아파트
20,서울특별시 강남구 자곡동,687,687,0,래미안포레,전세,59.97,202606,5,40398,0,1,2014,밤고개로21길 25,202607~202806,갱신,-,38475,0,아파트
21,서울특별시 강남구 자곡동,687,687,0,래미안포레,전세,59.97,202606,5,40398,0,9,2014,밤고개로21길 25,202607~202806,갱신,-,38475,0,아파트
22,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,5,15558,53,10,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
23,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,5,23356,26,6,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
24,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,5,17070,17,4,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
25,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.9,202606,4,23200,26,3,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
26,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,4,6916,8,10,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
27,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,29.497,202606,4,24278,30,2,2022,영동대로 16,202607~202807,신규,-,,,아파트
28,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.9,202606,4,23200,26,6,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
29,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,4,16070,19,3,2024,자곡로11길 28,202607~202806,갱신,-,11662,40,아파트
30,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,10965,50,6,2024,자곡로11길 28,202607~202806,갱신,-,11662,40,아파트
31,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
32,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,18706,24,3,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
33,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,3,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
34,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,18706,24,15,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
35,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,12,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
36,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,2,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
37,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,4,6916,8,5,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
38,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,7,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
39,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,3,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
40,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,4,17080,19,7,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
41,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,4,6916,8,4,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
42,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
43,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,4,23356,26,9,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
44,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,9,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
45,서울특별시 강남구 논현동,202-7,202,7,리스트강남,월세,45.45,202606,4,16891,77,15,2022,봉은사로 125,202607~202807,갱신,-,12883,83,아파트
46,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,49.86,202606,4,53500,0,11,1992,개포로109길 9,202607~202807,갱신,사용,51000,0,아파트
47,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,전세,59.888,202606,4,105000,0,4,2019,선릉로 8,202608~202808,갱신,사용,105000,0,아파트
48,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,7,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
49,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
50,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,4,23356,26,5,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
51,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,16545,17,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
52,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,4,6916,8,11,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
53,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,11165,50,6,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
54,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,12,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
55,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,26.54,202606,4,13474,17,3,2024,자곡로11길 28,202607~202806,갱신,-,8892,30,아파트
56,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,4,17556,60,1,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
57,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,4,17080,19,3,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
58,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,5,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
59,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,26.54,202606,4,13055,15,6,2024,자곡로11길 28,202607~202806,갱신,-,9386,32,아파트
60,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,4,23356,26,9,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
61,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,15,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
62,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,15245,24,6,2024,자곡로11길 28,202607~202806,갱신,-,11662,40,아파트
63,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,4,6916,8,11,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
64,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,4,8556,86,3,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
65,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,5,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
66,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,10465,52,4,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
67,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,4,6527,7,13,2024,자곡로11길 28,202607~202806,갱신,-,4692,16,아파트
68,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,11,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
69,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,4,17265,19,14,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
70,서울특별시 강남구 청담동,34-13,34,13,청담스위트,전세,13.639,202606,3,19000,0,9,2015,학동로73길 13,202607~202807,갱신,사용,19000,0,아파트
71,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,3,19206,21,2,2024,자곡로11길 28,202607~202806,갱신,-,13720,47,아파트
72,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,3,17265,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
73,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202606,3,39000,0,10,1992,개포로109길 9,202607~202807,신규,-,,,아파트
74,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,전세,59.888,202606,3,118000,0,7,2019,선릉로 8,202607~202807,신규,-,,,아파트
75,서울특별시 강남구 청담동,43,43,0,청담우방아파트,월세,59.97,202606,3,30000,215,13,1999,학동로 409,202606~202806,갱신,사용,30000,200,아파트
76,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,5,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
77,서울특별시 강남구 세곡동,508,508,0,강남신동아파밀리에1단지,월세,59.97,202606,2,10000,235,12,2011,헌릉로590길 100,202610~202810,신규,-,,,아파트
78,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,39.53,202606,2,5000,180,1,1992,개포로109길 9,202607~202807,신규,-,,,아파트
79,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,29.497,202606,2,24278,30,7,2022,영동대로 16,202607~202807,신규,-,,,아파트
80,서울특별시 강남구 수서동,736,736,0,신동아,월세,33.18,202606,2,19000,100,3,1992,광평로47길 17,202607~202807,신규,-,,,아파트
81,서울특별시 강남구 논현동,202-7,202,7,리스트강남,월세,41.01,202606,2,13513,92,11,2022,봉은사로 125,202607~202807,갱신,-,12882,87,아파트
82,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,21556,37,4,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
83,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,7,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
84,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,2,17080,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
85,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,1,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
86,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.9,202606,2,23200,26,2,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
87,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,26.54,202606,2,10037,28,7,2024,자곡로11길 28,202607~202806,갱신,-,7410,25,아파트
88,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6816,8,11,2024,자곡로11길 28,202607~202806,갱신,-,4692,16,아파트
89,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,10,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
90,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.9,202606,2,23200,26,2,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
91,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,6,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
92,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,10965,50,4,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
93,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,5,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
94,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6916,8,13,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
95,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,2,17080,19,2,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
96,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,10,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
97,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,21155,33,9,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
98,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,26.54,202606,2,12437,14,14,2024,자곡로11길 28,202607~202806,갱신,-,8892,30,아파트
99,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,22556,31,4,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
100,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,5216,18,7,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
101,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,11,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
102,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,7265,61,10,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
103,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,26.54,202606,2,12437,14,6,2024,자곡로11길 28,202607~202806,갱신,-,8892,30,아파트
104,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,7,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
105,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6916,8,4,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
106,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,8,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
107,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6916,8,12,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
108,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,13,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
109,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,9,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
110,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,9665,54,7,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
111,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.6,202606,2,17080,19,4,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
112,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,9,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
113,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,1309,29,7,2024,자곡로11길 28,202607~202806,갱신,-,4692,16,아파트
114,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,44.89,202606,2,23356,26,1,2024,자곡로11길 28,202607~202806,갱신,-,16720,57,아파트
115,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,15,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
116,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6916,8,6,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
117,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,26.54,202606,2,3037,50,10,2024,자곡로11길 28,202607~202806,갱신,-,7410,25,아파트
118,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,36.84,202606,2,17265,19,7,2024,자곡로11길 28,202607~202806,갱신,-,12348,42,아파트
119,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6916,8,12,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
120,서울특별시 강남구 자곡동,138-2,138,2,LH수서2단지아파트,월세,14.69,202606,2,6916,8,13,2024,자곡로11길 28,202607~202806,갱신,-,4968,17,아파트
121,서울특별시 강남구 대치동,1032,1032,0,대치푸르지오써밋,월세,51.7377,202606,1,9720,98,2,2023,삼성로72길 12,202606~202805,갱신,-,19680,77,아파트
122,서울특별시 강남구 수서동,708,708,0,삼익,전세,60,202606,1,75000,0,15,1992,광평로51길 27,202608~202808,신규,-,,,아파트
123,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.963,202606,1,14403,168,5,2022,영동대로 16,202607~202806,신규,-,,,아파트
124,서울특별시 강남구 역삼동,706-11,706,11,우림루미아트1,전세,24,202606,1,17700,0,8,2003,언주로90길 6,202607~202807,신규,-,,,아파트
125,서울특별시 강남구 율현동,365,365,0,강남한신휴플러스6단지,월세,49.79,202606,1,10605,17,3,2015,밤고개로26길 50,202606~202805,갱신,-,6151,39,아파트
126,서울특별시 강남구 도곡동,527,527,0,도곡렉슬,전세,59.9772,202606,1,105000,0,2,2006,선릉로 221,202608~202808,신규,-,,,아파트
127,서울특별시 강남구 자곡동,687,687,0,래미안포레,전세,59.92,202606,1,29015,0,1,2014,밤고개로21길 25,202607~202806,갱신,-,27634,0,아파트
128,서울특별시 강남구 자곡동,687,687,0,래미안포레,전세,59.97,202606,1,29015,0,9,2014,밤고개로21길 25,202606~202805,갱신,-,27634,0,아파트
129,서울특별시 강남구 자곡동,686,686,0,강남한양수자인(4단지),월세,59.97,202606,1,12627,19,10,2014,자곡로 260,202606~202805,갱신,-,6406,43,아파트
130,서울특별시 강남구 자곡동,686,686,0,강남한양수자인(4단지),월세,59.93,202606,1,13336,23,3,2014,자곡로 260,202606~202805,갱신,-,6406,43,아파트
131,서울특별시 강남구 논현동,202-7,202,7,리스트강남,월세,42.02,202606,1,13433,92,12,2022,봉은사로 125,202607~202807,갱신,-,12807,87,아파트
132,서울특별시 강남구 자곡동,687,687,0,래미안포레,전세,59.97,202606,1,29015,0,3,2014,밤고개로21길 25,202606~202805,갱신,-,27634,0,아파트
133,서울특별시 강남구 삼성동,May-45,45,5,그라나다,월세,46.18,202606,1,5000,200,4,2002,선릉로112길 74,202606~202806,신규,-,,,아파트
134,서울특별시 강남구 자곡동,621,621,0,강남에버시움,월세,36.08,202606,1,6534,24,15,2013,자곡로3길 22,202606~202805,갱신,-,3234,40,아파트
135,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.921,202606,1,36009,105,15,2022,영동대로 16,202607~202806,신규,-,,,아파트
136,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,월세,51.12,202606,1,15000,149,11,1992,개포로109길 21,202608~202808,갱신,사용,15000,140,아파트
137,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.921,202606,1,14403,168,8,2022,영동대로 16,202607~202806,신규,-,,,아파트
138,서울특별시 강남구 청담동,127-31,127,31,청담현대3차아파트,전세,59.95,202606,1,74450,0,5,1999,도산대로101길 29,202606~202806,갱신,-,71000,0,아파트
139,서울특별시 강남구 삼성동,May-45,45,5,그라나다,월세,46.18,202606,1,5000,200,4,2002,선릉로112길 74,202606~202806,신규,-,,,아파트
140,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.921,202606,1,14403,168,12,2022,영동대로 16,202607~202806,신규,-,,,아파트
141,서울특별시 강남구 수서동,736,736,0,신동아,전세,33.18,202605,30,39000,0,3,1992,광평로47길 17,202608~202808,신규,-,,,아파트
142,서울특별시 강남구 삼성동,17,17,0,삼성동롯데아파트,월세,59.4,202605,30,60000,74,14,2000,학동로 432,202607~202807,갱신,사용,60000,60,아파트
143,서울특별시 강남구 역삼동,763-16,763,16,래미안그레이튼,전세,59.97,202605,30,110000,0,8,2009,도곡로43길 20,202608~202808,갱신,-,100000,0,아파트
144,서울특별시 강남구 일원동,719,719,0,푸른마을아파트101동~111동,월세,59.76,202605,30,20000,190,12,1994,일원로14길 25,202607~202807,신규,-,,,아파트
145,서울특별시 강남구 수서동,746,746,0,까치마을,월세,34.44,202605,30,30000,40,14,1993,광평로19길 10,202607~202807,신규,-,,,아파트
146,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,51.12,202605,30,52000,0,12,1992,개포로109길 21,202607~202807,갱신,-,42000,0,아파트
147,서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,월세,59.606,202605,30,86400,44,10,2005,선릉로69길 20,202607~202807,갱신,사용,82400,42,아파트
148,서울특별시 강남구 수서동,736,736,0,신동아,전세,39.51,202605,30,40000,0,15,1992,광평로47길 17,202607~202807,갱신,-,37000,0,아파트
149,서울특별시 강남구 청담동,32,32,0,청담아르지움,월세,23.54,202605,30,5000,95,3,2015,삼성로135길 15,202606~202706,신규,-,,,아파트
150,서울특별시 강남구 수서동,736,736,0,신동아,전세,49.96,202605,30,42000,0,9,1992,광평로47길 17,202605~202805,갱신,사용,40000,0,아파트
151,서울특별시 강남구 역삼동,757,757,0,역삼래미안,전세,59.4,202605,30,92400,0,14,2005,선릉로69길 19,202608~202808,갱신,사용,88000,0,아파트
152,서울특별시 강남구 역삼동,757,757,0,역삼래미안,월세,59.73,202605,29,5000,360,5,2005,선릉로69길 19,202608~202808,신규,-,,,아파트
153,서울특별시 강남구 수서동,736,736,0,신동아,월세,49.96,202605,29,40000,10,14,1992,광평로47길 17,202606~202806,갱신,사용,40000,0,아파트
154,서울특별시 강남구 도곡동,952,952,0,대우디오빌,월세,31.81,202605,29,11400,70,9,2004,강남대로 256,202606~202806,갱신,-,10000,70,아파트
155,서울특별시 강남구 일원동,688,688,0,상록스타힐스,전세,59.592,202605,29,48515,0,17,2022,영동대로 16,202606~202806,신규,-,,,아파트
156,서울특별시 강남구 일원동,688,688,0,상록스타힐스,전세,59.592,202605,29,48515,0,17,2022,영동대로 16,202606~202806,신규,-,,,아파트
157,서울특별시 강남구 역삼동,653-4,653,4,원에디션강남,전세,33.8229,202605,29,55000,0,14,2024,언주로 563,202606~202806,신규,-,,,아파트
158,서울특별시 강남구 역삼동,754-1,754,1,역삼푸르지오,전세,59.8848,202605,29,87000,0,20,2006,언주로 332,202606~202806,갱신,사용,85500,0,아파트
159,서울특별시 강남구 역삼동,720-25,720,25,대우디오빌,월세,30.03,202605,29,27000,15,10,2002,언주로 427,202606~202806,신규,-,,,아파트
160,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,월세,49.92,202605,29,18720,67,3,2020,개포로 264,202606~202805,갱신,-,18720,66,아파트
161,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,39.53,202605,29,33000,70,1,1992,개포로109길 9,202608~202808,신규,-,,,아파트
162,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,월세,39.53,202605,29,10000,135,4,1992,개포로109길 21,202607~202807,갱신,사용,10000,130,아파트
163,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,51.12,202605,29,51000,0,12,1992,개포로109길 21,202606~202806,갱신,사용,49500,0,아파트
