NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
1,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202606,5,2900,20,24,2011,광교중앙로 247,202607~202806,갱신,-,2762,19,아파트
2,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,월세,59.934,202606,4,26112,19,21,2012,법조로150번길 19,202607~202807,신규,-,,,아파트
3,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202606,3,5000,150,10,1999,봉영로1517번길 27,202608~202808,신규,-,,,아파트
4,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,전세,59.99,202606,3,27300,0,20,1998,봉영로1770번길 21,202607~202807,갱신,사용,26000,0,아파트
5,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,59.99,202606,3,5000,145,9,1997,영통로 498,202607~202807,신규,-,,,아파트
6,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202606,3,32000,0,1,1997,영통로 498,202610~202810,신규,-,,,아파트
7,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,월세,49.95,202606,3,2000,95,10,1999,매영로 132,202609~202809,신규,-,,,아파트
8,경기도 수원시 영통구 매탄동,810-4,810,4,성일,월세,39.99,202606,3,1000,63,8,1989,인계로 239,202607~202806,갱신,사용,1000,60,아파트
9,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202606,3,44500,0,2,2008,효원로 363,202608~202808,신규,-,,,아파트
10,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202606,3,23000,0,9,1987,중부대로271번길 27-9,202607~202806,신규,-,,,아파트
11,경기도 수원시 영통구 매탄동,810-4,810,4,성일,월세,49.68,202606,2,2000,87,8,1988,인계로 239,202607~202807,신규,-,,,아파트
12,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202606,2,24000,0,2,1997,영통로290번길 26,202609~202809,신규,-,,,아파트
13,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,59.99,202606,2,5000,135,12,1997,영통로 498,202607~202807,신규,-,,,아파트
14,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,전세,59.99,202606,2,28000,0,3,1999,매영로 132,202608~202808,신규,-,,,아파트
15,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,46.75,202606,2,4764,32,3,2011,광교중앙로 247,202607~202806,갱신,-,4537,31,아파트
16,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202606,2,33600,0,16,1999,봉영로1517번길 27,202606~202806,갱신,사용,32000,0,아파트
17,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,월세,59.9306,202606,1,5000,160,30,2014,광교호수공원로 45,202608~202808,갱신,사용,5000,160,아파트
18,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202606,1,55000,0,24,2014,광교호수공원로 45,202606~202706,갱신,-,50000,0,아파트
19,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202606,1,20000,0,10,1987,중부대로271번길 27-9,202607~202807,갱신,-,18000,0,아파트
20,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202606,1,4109,7,13,2020,광교중앙로49번길 40,202610~202809,갱신,-,3009,7,아파트
21,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202606,1,3000,130,17,1999,봉영로1517번길 27,202607~202807,갱신,-,3000,100,아파트
22,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,월세,59.934,202606,1,20348,12,13,2012,법조로150번길 19,202609~202809,갱신,-,19379,11,아파트
23,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,월세,59.934,202606,1,5341,49,17,2012,법조로150번길 19,202607~202807,갱신,-,7630,41,아파트
24,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202606,1,19000,0,2,1989,동수원로 432,202608~202808,신규,-,,,아파트
25,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202606,1,22000,0,15,1988,인계로 219,202607~202807,신규,-,,,아파트
26,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9718,202605,31,58500,0,4,2014,광교호수공원로 45,202607~202707,갱신,-,38500,0,아파트
27,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,월세,59.99,202605,30,3000,130,20,1999,중부대로448번길 28,202606~202806,신규,-,,,아파트
28,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202605,30,22000,0,2,1988,인계로 219,202608~202808,신규,-,,,아파트
29,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,49.71,202605,30,30000,0,1,2002,덕영대로1555번길 20,202606~202806,신규,-,,,아파트
30,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202605,30,18270,0,2,1999,중부대로448번길 28,202606~202706,갱신,사용,18270,0,아파트
31,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,30,29400,0,7,1997,영통로 498,202607~202807,갱신,사용,28000,0,아파트
32,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,49.71,202605,30,29000,0,3,2002,덕영대로1555번길 20,202607~202807,신규,-,,,아파트
33,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202605,30,24000,0,6,1997,매영로310번길 12,202607~202807,갱신,사용,23000,0,아파트
34,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,59.99,202605,30,31500,0,9,1997,청명북로 81,202607~202807,갱신,사용,30000,0,아파트
35,경기도 수원시 영통구 매탄동,810-4,810,4,성일,전세,39.99,202605,30,18000,0,5,1989,인계로 239,202606~202806,갱신,사용,18000,0,아파트
36,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202605,30,22000,0,2,1988,인계로 219,202608~202808,신규,-,,,아파트
37,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),월세,59.79,202605,30,30000,5,18,1998,봉영로1744번길 16,202607~202807,신규,-,,,아파트
38,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,월세,59.965,202605,30,3000,120,7,1997,매영로310번길 12,202607~202807,신규,-,,,아파트
39,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,59.99,202605,30,20000,60,3,1997,영통로 498,202607~202807,신규,-,,,아파트
40,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202605,29,5058,10,24,2011,광교중앙로 247,202607~202806,갱신,-,4917,9,아파트
41,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,월세,49.94,202605,29,1000,95,9,1992,동탄원천로1109번길 42,202607~202807,신규,-,,,아파트
42,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,29,31000,0,9,1997,영통로 498,202606~202806,갱신,사용,31000,0,아파트
43,경기도 수원시 영통구 원천동,35,35,0,주공,전세,49.94,202605,29,23000,0,6,1987,중부대로271번길 27-9,202605~202805,갱신,-,20000,0,아파트
44,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202605,28,17500,0,1,1989,동수원로 432,202608~202808,신규,-,,,아파트
45,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,전세,59.99,202605,28,33000,0,15,1998,봉영로1770번길 21,202608~202808,신규,-,,,아파트
46,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을신명,전세,59.95,202605,28,34000,0,14,1997,봉영로1770번길 21,202609~202809,신규,-,,,아파트
47,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,49.59,202605,28,27000,0,20,1997,영통로290번길 25,202608~202808,신규,-,,,아파트
48,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.8,202605,28,26250,0,3,1997,영통로 498,202607~202807,갱신,사용,25000,0,아파트
49,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,월세,59.9845,202605,28,3000,165,20,2008,효원로 363,202609~202809,신규,-,,,아파트
50,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,전세,45.88,202605,28,28500,0,18,2002,동탄원천로881번길 35,202606~202806,신규,-,,,아파트
51,경기도 수원시 영통구 매탄동,810,810,0,삼성2,전세,54.66,202605,28,19500,0,2,1989,매영로 10,202605~202802,신규,-,,,아파트
52,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202605,28,21000,0,9,1992,동탄원천로1109번길 42,202607~202807,갱신,사용,20000,0,아파트
53,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202605,28,9869,17,21,2011,광교중앙로 247,202607~202806,갱신,-,5875,37,아파트
54,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,월세,59.39,202605,28,2500,130,4,1999,중부대로448번길 28,202605~202805,신규,-,,,아파트
55,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202605,27,6108,38,16,2011,광교중앙로 247,202606~202805,갱신,사용,5817,37,아파트
56,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202605,27,2872,20,25,2011,광교중앙로 247,202606~202807,신규,-,,,아파트
57,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202605,27,6108,38,23,2011,광교중앙로 247,202606~202807,신규,-,,,아파트
58,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),월세,59.99,202605,27,20000,45,17,1997,청명북로 81,202606~202806,갱신,사용,20000,40,아파트
59,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,월세,59.9306,202605,27,20000,140,1,2014,광교호수공원로 45,202608~202808,신규,-,,,아파트
60,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202605,27,15000,85,16,1999,봉영로1517번길 27,202608~202810,갱신,-,31000,0,아파트
61,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,27,35000,0,16,1997,영통로 498,202608~202808,신규,-,,,아파트
62,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202605,27,35000,0,4,1999,봉영로1517번길 27,202607~202807,신규,-,,,아파트
63,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202605,27,5172,8,24,2011,광교중앙로 247,202605~202806,갱신,-,2872,20,아파트
64,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202605,27,2872,20,21,2011,광교중앙로 247,202606~202807,신규,-,,,아파트
65,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,전세,49.95,202605,26,22050,0,9,1999,매영로 132,202607~202807,갱신,사용,21000,0,아파트
66,경기도 수원시 영통구 영통동,963-2,963,2,신나무실쌍용,전세,59.965,202605,26,27000,0,10,1997,매영로310번길 12,202609~202809,신규,-,,,아파트
67,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202605,26,55000,0,3,2014,광교호수공원로 45,202608~202808,신규,-,,,아파트
68,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,26.95,202605,26,2040,14,16,2011,광교중앙로 247,202606~202805,갱신,-,1943,14,아파트
69,경기도 수원시 영통구 매탄동,810-2,810,2,동남,월세,49.68,202605,26,500,87,15,1989,동수원로 432,202608~202808,갱신,-,500,87,아파트
70,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,46.75,202605,25,4717,32,13,2011,광교중앙로 247,202606~202805,갱신,-,4493,31,아파트
71,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202605,25,22050,0,10,1997,매영로310번길 12,202607~202807,갱신,사용,21000,0,아파트
72,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,49.57,202605,25,30000,0,2,1999,봉영로1517번길 27,202607~202807,신규,-,,,아파트
73,경기도 수원시 영통구 매탄동,1217-7,1217,7,삼성3,전세,59.76,202605,25,20000,0,2,1993,동탄원천로 1035,202607~202807,신규,-,,,아파트
74,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202605,25,24000,0,15,1988,인계로 219,202606~202806,신규,-,,,아파트
75,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202605,25,18000,0,13,1989,동수원로 432,202608~202808,신규,-,,,아파트
76,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202605,25,20000,0,4,1989,동수원로 432,202607~202807,신규,-,,,아파트
77,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202605,25,21000,0,14,1989,동수원로 432,202607~202807,갱신,-,20000,0,아파트
78,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202605,25,3009,13,11,2020,광교중앙로49번길 40,202610~202809,갱신,-,3009,13,아파트
79,경기도 수원시 영통구 매탄동,810-4,810,4,성일,전세,39.99,202605,23,18000,0,2,1989,인계로 239,202607~202807,신규,-,,,아파트
80,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,월세,55.16,202605,22,21500,4,13,1988,인계로 219,202606~202806,갱신,사용,21500,0,아파트
81,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,월세,49.76,202605,22,3000,100,14,1999,영통로514번길 53,202606~202806,신규,-,,,아파트
82,경기도 수원시 영통구 망포동,800,800,0,영통자이,전세,59.9614,202605,22,40950,0,20,2022,영통로89번길 83,202606~202806,갱신,사용,39000,0,아파트
83,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,49.76,202605,22,30000,0,3,1997,영통로 498,202607~202807,갱신,-,27000,0,아파트
84,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,전세,59.99,202605,22,28000,0,3,1999,영통로514번길 53,202605~202805,갱신,-,21000,0,아파트
85,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,59.99,202605,22,3000,125,12,1997,영통로290번길 26,202606~202806,신규,-,,,아파트
86,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,22,6422,10,12,2020,광교중앙로49번길 40,202608~202807,갱신,-,4722,10,아파트
87,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202605,22,4109,7,14,2020,광교중앙로49번길 40,202610~202809,갱신,-,3009,7,아파트
88,경기도 수원시 영통구 매탄동,810-2,810,2,동남,월세,49.68,202605,22,2000,75,3,1989,동수원로 432,202606~202806,신규,-,,,아파트
89,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,월세,59.648,202605,22,30000,50,20,2006,권광로260번길 36,202607~202807,신규,-,,,아파트
90,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,월세,55.16,202605,22,2000,90,8,1988,인계로 219,202606~202806,신규,-,,,아파트
91,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,전세,59.99,202605,22,29000,0,8,1999,영통로514번길 53,202605~202805,갱신,-,27000,0,아파트
92,경기도 수원시 영통구 영통동,963-2,963,2,신나무실쌍용,전세,59.965,202605,22,27300,0,3,1997,매영로310번길 12,202607~202807,갱신,사용,26000,0,아파트
93,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202605,22,27500,0,4,1997,영통로290번길 26,202610~202810,신규,-,,,아파트
94,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202605,21,3468,14,2,2020,광교중앙로49번길 40,202608~202807,신규,-,,,아파트
95,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,21,6800,11,5,2020,광교중앙로49번길 40,202609~202808,갱신,-,5000,11,아파트
96,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.39,202605,21,31000,0,6,1999,중부대로448번길 28,202606~202806,신규,-,,,아파트
97,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202605,21,19000,0,10,1987,중부대로271번길 27-9,-,-,-,,,아파트
98,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,월세,59.99,202605,21,2000,105,9,1997,영통로290번길 25,202607~202807,갱신,사용,2000,100,아파트
99,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,59.99,202605,21,5000,120,13,1997,영통로 498,202607~202807,신규,-,,,아파트
100,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,49.59,202605,21,15000,47,6,1997,영통로290번길 26,202606~202806,갱신,사용,15000,45,아파트
101,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,월세,44.2,202605,21,1000,85,8,1992,동탄원천로1109번길 42,202606~202806,신규,-,,,아파트
102,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),전세,59.79,202605,21,28000,0,20,1998,봉영로1744번길 16,202608~202808,신규,-,,,아파트
103,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,59.99,202605,20,32500,0,2,1997,청명북로 81,202607~202807,갱신,-,31000,0,아파트
104,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202605,20,7968,39,5,2018,창룡대로 250,202608~202807,신규,-,,,아파트
105,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202605,20,28400,0,3,1997,영통로290번길 26,202607~202807,갱신,-,25000,0,아파트
106,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202605,20,3000,150,17,1999,봉영로1517번길 27,202607~202807,신규,-,,,아파트
107,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신안,전세,59.965,202605,20,27000,0,13,1997,매영로310번길 12,202608~202808,갱신,사용,27000,0,아파트
108,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,49.76,202605,20,31000,0,9,1997,영통로 498,202608~202808,신규,-,,,아파트
109,경기도 수원시 영통구 망포동,291,291,0,청와,전세,48.06,202605,20,11900,0,3,1988,영통로173번길 23-26,202605~202805,갱신,-,10900,0,아파트
110,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,전세,59.934,202605,20,29936,0,6,2012,법조로150번길 19,202607~202807,갱신,-,28511,0,아파트
111,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202605,20,52000,0,22,2014,광교호수공원로 45,202608~202808,신규,-,,,아파트
112,경기도 수원시 영통구 매탄동,810-2,810,2,동남,월세,49.68,202605,20,18000,5,12,1989,동수원로 432,202606~202806,신규,-,,,아파트
113,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202605,20,40000,0,20,2008,효원로 363,202607~202807,갱신,사용,39000,0,아파트
114,경기도 수원시 영통구 매탄동,1209,1209,0,e-편한세상,전세,59.9677,202605,20,39375,0,8,2010,매봉로 20,202606~202806,갱신,사용,37500,0,아파트
115,경기도 수원시 영통구 매탄동,810,810,0,삼성2,전세,54.66,202605,20,21000,0,13,1989,매영로 10,202606~202806,갱신,사용,21000,0,아파트
116,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202605,20,36750,0,3,2008,효원로 363,202606~202806,갱신,사용,35000,0,아파트
117,경기도 수원시 영통구 매탄동,810-2,810,2,동남,월세,49.68,202605,20,18000,5,12,1989,동수원로 432,202606~202806,신규,-,,,아파트
118,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,49.76,202605,20,30000,0,2,1997,청명북로 81,202607~202807,신규,-,,,아파트
119,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202605,19,7968,39,9,2018,창룡대로 250,202608~202807,신규,-,,,아파트
120,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,44.2,202605,19,17000,0,3,1992,동탄원천로1109번길 42,202607~202807,신규,-,,,아파트
121,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202605,19,11268,19,9,2018,창룡대로 250,202608~202807,갱신,-,7968,39,아파트
122,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,19,7372,12,6,2020,광교중앙로49번길 40,202608~202807,갱신,-,5472,23,아파트
123,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,19,37500,0,16,1997,영통로 498,202608~202808,신규,-,,,아파트
124,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,19,7372,12,9,2020,광교중앙로49번길 40,202608~202807,갱신,-,5472,23,아파트
125,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,19,7372,12,5,2020,광교중앙로49번길 40,202608~202807,갱신,-,5472,23,아파트
126,경기도 수원시 영통구 영통동,963-2,963,2,신나무실쌍용,월세,59.965,202605,19,2000,116,17,1997,매영로310번길 12,202607~202807,갱신,사용,2000,110,아파트
127,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),월세,59.99,202605,19,3000,116,13,1997,청명북로 81,202606~202806,갱신,사용,3000,110,아파트
128,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,19,7372,12,6,2020,광교중앙로49번길 40,202608~202807,갱신,-,5472,23,아파트
129,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,전세,59.99,202605,19,29400,0,14,1999,영통로514번길 53,202608~202808,갱신,사용,28000,0,아파트
130,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202605,18,7968,39,5,2018,창룡대로 250,202608~202807,신규,-,,,아파트
131,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202605,18,24000,0,6,1997,영통로290번길 26,202608~202808,신규,-,,,아파트
132,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202605,18,30000,0,13,1997,매영로310번길 12,-,-,-,,,아파트
133,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202605,18,28000,0,12,1997,영통로290번길 26,202608~202808,신규,-,,,아파트
134,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,18,5472,23,5,2020,광교중앙로49번길 40,202608~202807,신규,-,,,아파트
135,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202605,18,27000,0,2,1997,매영로310번길 12,202607~202807,신규,-,,,아파트
136,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202605,18,20000,0,4,1993,동탄원천로1109번길 42,202606~202806,신규,-,,,아파트
137,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202605,18,18000,0,3,1992,동탄원천로1109번길 42,202605~202805,갱신,사용,18000,0,아파트
138,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,18,5472,23,9,2020,광교중앙로49번길 40,202608~202807,신규,-,,,아파트
139,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,18,5168,22,3,2020,광교중앙로49번길 40,202608~202807,신규,-,,,아파트
140,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202605,18,30500,0,10,1999,중부대로448번길 28,202607~202807,신규,-,,,아파트
141,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,18,5472,23,6,2020,광교중앙로49번길 40,202608~202807,신규,-,,,아파트
142,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202605,18,5472,23,6,2020,광교중앙로49번길 40,202608~202807,신규,-,,,아파트
143,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202605,18,2108,50,17,2011,광교중앙로 247,202606~202805,갱신,-,5817,37,아파트
144,경기도 수원시 영통구 망포동,700,700,0,망포쌍용에듀파크,전세,59.9067,202605,18,33000,0,2,2004,태장로7번길 38,202608~202808,신규,-,,,아파트
145,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,월세,59.99,202605,17,20000,42,2,1997,영통로290번길 25,202606~202806,갱신,-,23000,0,아파트
146,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,49.76,202605,16,32000,0,20,1997,영통로 498,202606~202806,신규,-,,,아파트
147,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202605,16,3000,106,4,1999,봉영로1517번길 27,202607~202807,갱신,사용,3000,100,아파트
148,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202605,16,52000,0,18,2014,광교호수공원로 45,202608~202808,신규,-,,,아파트
149,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9718,202605,16,55000,0,25,2014,광교호수공원로 45,202609~202808,신규,-,,,아파트
150,경기도 수원시 영통구 원천동,35,35,0,주공,전세,32.39,202605,16,10900,0,9,1987,중부대로271번길 27-9,202606~202806,신규,-,,,아파트
151,경기도 수원시 영통구 원천동,333-3,333,3,삼성1,월세,49.14,202605,16,900,70,13,1992,삼성로268번길 8,202608~202808,신규,-,,,아파트
152,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202605,16,19950,0,6,1987,중부대로271번길 27-9,202607~202807,갱신,사용,19000,0,아파트
153,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202605,16,31000,0,12,1999,봉영로1517번길 27,202608~202808,갱신,사용,30000,0,아파트
154,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,49.59,202605,16,2300,110,17,1997,영통로290번길 26,202607~202807,신규,-,,,아파트
155,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202605,16,34000,0,11,1997,영통로 498,202606~202806,갱신,-,31000,0,아파트
156,경기도 수원시 영통구 매탄동,1217-7,1217,7,삼성3,월세,59.76,202605,16,2000,80,3,1993,동탄원천로 1035,202605~202805,신규,-,,,아파트
157,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202605,16,26500,0,2,1997,영통로290번길 26,-,-,-,,,아파트
158,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,월세,59.98,202605,16,5000,190,7,2019,덕영대로 1400,202608~202808,신규,-,,,아파트
159,경기도 수원시 영통구 영통동,1154,1154,0,영통라온프라이빗,전세,59.8334,202605,16,45150,0,8,2017,영통로200번길 111,202606~202806,갱신,사용,43000,0,아파트
160,경기도 수원시 영통구 영통동,1154,1154,0,영통라온프라이빗,월세,59.9845,202605,16,25000,110,2,2017,영통로200번길 111,202606~202806,신규,-,,,아파트
161,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,59.99,202605,16,32025,0,11,1997,청명북로 81,202607~202807,갱신,사용,30500,0,아파트
162,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,59.99,202605,16,36500,0,18,1997,청명북로 81,202608~202808,신규,-,,,아파트
163,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202605,16,22000,0,1,1997,영통로290번길 26,202606~202806,갱신,사용,21000,0,아파트
164,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,59.99,202605,16,29400,0,4,1997,영통로290번길 25,202606~202806,갱신,사용,28000,0,아파트
